Code	Description	Theta_r	Theta_s	Alpha	N	Ks	Ko	L	Theta_r_u	Theta_s_u	Alpha_u	N_u	Ks_u	Ko_u	L_u
167	CLHS40PCr	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
168	CLHS41PA	0.04463	0.38235	-1.41805	0.30157	2.20986	1.48887	-0.84449	0.00367	0.00521	0.04023	0.01103	0.06876	0.24312	0.57812
169	CLHS41PBw1	0.04493	0.38152	-1.42822	0.21722	1.93858	1.41125	-0.9462	0.00482	0.00608	0.04033	0.01248	0.05922	0.23797	0.66448
170	CLHS41PBw2	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
171	CLHS41PBk	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
172	CLHS42PA	0.04427	0.3822	-1.42892	0.18805	1.82365	1.37752	-1.02379	0.00526	0.00642	0.04265	0.01208	0.06041	0.23479	0.73513
173	CLHS42PABk	0.04815	0.38214	-1.48104	0.14905	1.58793	1.22336	-1.20868	0.00498	0.00619	0.04035	0.00818	0.0828	0.23404	0.87061
174	CLHS42PCr	0.04669	0.38048	-1.43798	0.29497	2.1934	1.43923	-0.85211	0.00354	0.00511	0.03583	0.01048	0.06269	0.24306	0.57986
175	CLHS43PA	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
176	CLHS43PBt	0.05842	0.39078	-1.6476	0.13935	1.25034	0.94284	-1.08856	0.0049	0.00679	0.04929	0.00835	0.10478	0.22474	0.86474
177	CLHS43PBk	0.05783	0.38711	-1.58692	0.13429	1.3017	1.01132	-1.25462	0.00495	0.00651	0.04561	0.00759	0.10613	0.23403	0.92199
178	CLHS43PBkk	0.05284	0.38216	-1.5166	0.13908	1.46399	1.13181	-1.29176	0.00472	0.00604	0.04312	0.00717	0.09049	0.23829	0.92105
179	CLHS43PBkC	0.04356	0.38281	-1.4267	0.18146	1.79702	1.37631	-1.04387	0.00542	0.00654	0.04413	0.01177	0.06044	0.23344	0.75604
180	CLHS44PA	0.03913	0.38643	-1.37775	0.22962	1.99285	1.54204	-0.90539	0.00548	0.00685	0.05643	0.01367	0.07938	0.24006	0.67399
181	CLHS44PBw	0.05284	0.37516	-1.49968	0.27454	2.11476	1.285	-0.87903	0.00415	0.00526	0.03939	0.01166	0.07331	0.24451	0.59885
182	CLHS44PBk	0.04875	0.37868	-1.45818	0.28826	2.17369	1.38878	-0.86053	0.00358	0.00512	0.03398	0.01052	0.06571	0.24328	0.58395
183	CLHS44PC	0.04257	0.38432	-1.39827	0.30804	2.22532	1.53789	-0.83775	0.00394	0.00558	0.04642	0.01227	0.08093	0.24352	0.57877
184	CLHS45PA	0.04257	0.38432	-1.39827	0.30804	2.22532	1.53789	-0.83775	0.00394	0.00558	0.04642	0.01227	0.08093	0.24352	0.57877
185	CLHS45PBw1	0.04925	0.37913	-1.45593	0.40738	2.52503	1.3904	-0.86084	0.00245	0.00432	0.03156	0.01426	0.05287	0.23854	0.49591
186	CLHS45PBw2	0.05352	0.37525	-1.49159	0.52263	2.85895	1.33407	-0.91856	0.00302	0.00472	0.03372	0.01357	0.07115	0.2372	0.48434
187	CLHS45PBw3	0.04925	0.37913	-1.45593	0.40738	2.52503	1.3904	-0.86084	0.00245	0.00432	0.03156	0.01426	0.05287	0.23854	0.49591
188	CLHS46PA	0.03725	0.3876	-1.38663	0.18283	1.83662	1.47907	-1.01078	0.00631	0.00744	0.05978	0.01284	0.07318	0.2289	0.7747
189	CLHS46PBk1	0.04463	0.38235	-1.41805	0.30157	2.20986	1.48887	-0.84449	0.00367	0.00521	0.04023	0.01103	0.06876	0.24312	0.57812
190	CLHS46PBk2	0.04257	0.38432	-1.39827	0.30804	2.22532	1.53789	-0.83775	0.00394	0.00558	0.04642	0.01227	0.08093	0.24352	0.57877
191	CLHS46PC1	0.04925	0.37913	-1.45593	0.40738	2.52503	1.3904	-0.86084	0.00245	0.00432	0.03156	0.01426	0.05287	0.23854	0.49591
192	CLHS46PC2	0.05588	0.37235	-1.51387	0.56188	2.96966	1.32099	-0.92741	0.00371	0.00587	0.05546	0.01655	0.08948	0.24486	0.50713
193	CLHS46PC3	0.05588	0.37235	-1.51387	0.56188	2.96966	1.32099	-0.92741	0.00371	0.00587	0.05546	0.01655	0.08948	0.24486	0.50713
194	CLHS47PA	0.03914	0.38603	-1.40008	0.1805	1.81373	1.44336	-1.02722	0.00606	0.00705	0.05436	0.01221	0.0676	0.22955	0.77168
195	CLHS47PBw1	0.04103	0.38464	-1.41321	0.1781	1.79277	1.40808	-1.04448	0.00581	0.0068	0.04943	0.01175	0.06304	0.2306	0.77188
196	CLHS47PBw2	0.04103	0.38464	-1.41321	0.1781	1.79277	1.40808	-1.04448	0.00581	0.0068	0.04943	0.01175	0.06304	0.2306	0.77188
197	CLHS47PBw3	0.04668	0.38102	-1.45182	0.17038	1.72849	1.30281	-1.10141	0.00513	0.00622	0.0403	0.01081	0.07034	0.23588	0.79071
198	CLHS47PBw4	0.05172	0.38057	-1.49682	0.14479	1.52858	1.17058	-1.2641	0.0048	0.00584	0.04281	0.00778	0.07938	0.2399	0.901
199	CLHS47PBw5	0.04105	0.38467	-1.39459	0.22554	1.97453	1.49866	-0.91816	0.00523	0.00648	0.05018	0.013	0.06838	0.23876	0.66745
200	CLHS48PA	0.03353	0.39149	-1.3584	0.18736	1.88961	1.55284	-0.97993	0.00673	0.00922	0.0713	0.0147	0.09511	0.22897	0.79073
201	CLHS48PBw1	0.04686	0.38004	-1.4452	0.21296	1.91707	1.36694	-0.96131	0.0047	0.00589	0.03755	0.0124	0.06537	0.23854	0.6685
202	CLHS48PBw2	0.04875	0.37868	-1.45818	0.28826	2.17369	1.38878	-0.86053	0.00358	0.00512	0.03398	0.01052	0.06571	0.24328	0.58395
203	CLHS48PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
204	CLHS49PA	0.04669	0.38048	-1.43798	0.29497	2.1934	1.43923	-0.85211	0.00354	0.00511	0.03583	0.01048	0.06269	0.24306	0.57986
205	CLHS49PBk1	0.03913	0.38643	-1.37775	0.22962	1.99285	1.54204	-0.90539	0.00548	0.00685	0.05643	0.01367	0.07938	0.24006	0.67399
206	CLHS49PBk2	0.04314	0.38293	-1.41741	0.1989	1.87229	1.41703	-0.98644	0.00528	0.00647	0.04474	0.01252	0.05854	0.23516	0.70934
207	CLHS49PBw	0.05154	0.37694	-1.47876	0.3985	2.50787	1.3329	-0.86529	0.00271	0.00453	0.03065	0.01402	0.05706	0.23978	0.50616
208	CLHS50PA	0.04875	0.37868	-1.45818	0.28826	2.17369	1.38878	-0.86053	0.00358	0.00512	0.03398	0.01052	0.06571	0.24328	0.58395
209	CLHS50PBw	0.05485	0.37339	-1.52109	0.26755	2.07288	1.23169	-0.88856	0.00465	0.00542	0.04606	0.01253	0.07	0.24548	0.60937
210	CLHS50PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
211	CLHS57PA	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
212	CLHS57PAb	0.04702	0.38182	-1.46477	0.15613	1.64506	1.26252	-1.16935	0.00513	0.00625	0.04066	0.00919	0.07603	0.23426	0.84338
213	CLHS57PBkk	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
214	CLHS57PBk1	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
215	CLHS57PBk2	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
216	CLHS57PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
217	CLHS59PA	0.04917	0.37914	-1.46806	0.1726	1.72191	1.26499	-1.10128	0.00494	0.00581	0.03905	0.01089	0.07264	0.23944	0.78458
218	CLHS59PBA	0.04878	0.37858	-1.46237	0.20863	1.89031	1.32215	-0.97698	0.00465	0.00568	0.03671	0.01234	0.07125	0.23974	0.67629
219	CLHS59PBk	0.04878	0.37858	-1.46237	0.20863	1.89031	1.32215	-0.97698	0.00465	0.00568	0.03671	0.01234	0.07125	0.23974	0.67629
220	CLHS59PBk	0.04704	0.37988	-1.44482	0.23964	2.01512	1.39342	-0.90968	0.00432	0.00564	0.03637	0.01189	0.06367	0.24059	0.625
221	CLHS60PA	0.04235	0.38389	-1.42728	0.1705	1.75066	1.36776	-1.07931	0.00567	0.00666	0.04607	0.01097	0.06324	0.23054	0.7922
222	CLHS60PAB	0.04139	0.3848	-1.43464	0.16214	1.71305	1.35179	-1.10423	0.00583	0.00663	0.04645	0.0101	0.06881	0.22737	0.81856
223	CLHS60PBk	0.04103	0.38464	-1.41321	0.1781	1.79277	1.40808	-1.04448	0.00581	0.0068	0.04943	0.01175	0.06304	0.2306	0.77188
224	CLHS60PBtk	0.05859	0.39168	-1.6657	0.14098	1.23599	0.92174	-1.04043	0.00488	0.00681	0.05088	0.00856	0.10351	0.22239	0.85002
225	CLHS61PA	0.04103	0.38464	-1.41321	0.1781	1.79277	1.40808	-1.04448	0.00581	0.0068	0.04943	0.01175	0.06304	0.2306	0.77188
226	CLHS61PAB	0.04373	0.38326	-1.44119	0.16393	1.70963	1.32914	-1.11342	0.00551	0.00652	0.04337	0.0102	0.06665	0.23096	0.81264
227	CLHS61PBk1	0.04373	0.38326	-1.44119	0.16393	1.70963	1.32914	-1.11342	0.00551	0.00652	0.04337	0.0102	0.06665	0.23096	0.81264
228	CLHS61PBk2	0.04235	0.38389	-1.42728	0.1705	1.75066	1.36776	-1.07931	0.00567	0.00666	0.04607	0.01097	0.06324	0.23054	0.7922
229	CLHS61PBk2	0.04103	0.38464	-1.41321	0.1781	1.79277	1.40808	-1.04448	0.00581	0.0068	0.04943	0.01175	0.06304	0.2306	0.77188
230	CLHS67PA	0.04373	0.38326	-1.44119	0.16393	1.70963	1.32914	-1.11342	0.00551	0.00652	0.04337	0.0102	0.06665	0.23096	0.81264
231	CLHS67PAB	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
232	CLHS67PBA	0.04328	0.38374	-1.44483	0.16025	1.69128	1.32194	-1.12477	0.00557	0.00651	0.04343	0.00975	0.06907	0.22945	0.82437
233	CLHS67PBk	0.04356	0.38281	-1.4267	0.18146	1.79702	1.37631	-1.04387	0.00542	0.00654	0.04413	0.01177	0.06044	0.23344	0.75604
234	CLHS67PBw	0.03932	0.38598	-1.3866	0.20557	1.90989	1.49772	-0.95564	0.00576	0.00695	0.05532	0.01331	0.0712	0.23493	0.71244
235	CLHS67PCr	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
236	CLHS67PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
237	CLHS68PA	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
238	CLHS68PBA	0.04237	0.38355	-1.41436	0.19113	1.84312	1.41619	-1.00669	0.00548	0.00662	0.04667	0.01235	0.05951	0.23369	0.73153
239	CLHS68PBw	0.04137	0.38522	-1.38857	0.29081	2.17533	1.55632	-0.84389	0.00434	0.00596	0.04992	0.01268	0.08448	0.24497	0.59737
240	CLHS73PA	0.04611	0.38164	-1.45114	0.16576	1.70719	1.30124	-1.1193	0.00521	0.00631	0.04098	0.01036	0.07021	0.23457	0.80711
241	CLHS73PAB	0.04766	0.38328	-1.49389	0.1458	1.56071	1.20669	-1.20599	0.00496	0.0062	0.03917	0.00763	0.0893	0.23086	0.875
242	CLHS73PNA	0.0456	0.38222	-1.45215	0.16173	1.68741	1.29768	-1.13452	0.00528	0.00637	0.04139	0.00991	0.07073	0.23319	0.82117
243	CLHS73PB	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
244	CLHS73PCr	0.04207	0.38375	-1.40595	0.21133	1.92239	1.45759	-0.95095	0.00527	0.00648	0.04729	0.01281	0.06138	0.23643	0.68649
245	CLHS77PA	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
246	CLHS77PAB	0.04702	0.38182	-1.46477	0.15613	1.64506	1.26252	-1.16935	0.00513	0.00625	0.04066	0.00919	0.07603	0.23426	0.84338
247	CLHS77PB	0.05239	0.379	-1.49483	0.14902	1.55241	1.17273	-1.24469	0.00484	0.00554	0.04313	0.00833	0.07316	0.24264	0.88756
248	CLHS77PBkk	0.05035	0.37873	-1.47775	0.16472	1.66865	1.23198	-1.14337	0.00491	0.00566	0.04007	0.01013	0.0722	0.24081	0.81668
249	CLHS77PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
250	CLHS80PNA	0.04545	0.38156	-1.44041	0.1786	1.77587	1.33939	-1.0623	0.00521	0.00634	0.04114	0.0115	0.06526	0.2351	0.76264
251	CLHS80PNA	0.04668	0.38102	-1.45182	0.17038	1.72849	1.30281	-1.10141	0.00513	0.00622	0.0403	0.01081	0.07034	0.23588	0.79071
252	CLHS80PNA	0.04928	0.38021	-1.47404	0.15698	1.63397	1.23451	-1.17981	0.00496	0.00595	0.04065	0.00932	0.07495	0.23828	0.84534
253	CLHS80PNA	0.05064	0.37995	-1.48471	0.15152	1.58695	1.20279	-1.21848	0.00488	0.00582	0.04166	0.00863	0.07522	0.23975	0.87104
254	CLHS80PNA	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
255	CLHS80PNA	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
256	CLHS82PA	0.04686	0.38004	-1.4452	0.21296	1.91707	1.36694	-0.96131	0.0047	0.00589	0.03755	0.0124	0.06537	0.23854	0.6685
257	CLHS82PBk	0.04493	0.38152	-1.42822	0.21722	1.93858	1.41125	-0.9462	0.00482	0.00608	0.04033	0.01248	0.05922	0.23797	0.66448
258	CLHS82PCr	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
259	CLHS85PNA	0.04545	0.38156	-1.44041	0.1786	1.77587	1.33939	-1.0623	0.00521	0.00634	0.04114	0.0115	0.06526	0.2351	0.76264
260	CLHS85PNA	0.04746	0.38121	-1.46307	0.15942	1.66256	1.26616	-1.15666	0.00509	0.00618	0.04053	0.00962	0.07464	0.23565	0.83214
261	CLHS85PNA	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
262	CLHS85PNA	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
263	CLHS85PNA	0.04356	0.38281	-1.4267	0.18146	1.79702	1.37631	-1.04387	0.00542	0.00654	0.04413	0.01177	0.06044	0.23344	0.75604
264	CLHS85PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
265	CLHS90PA	0.03913	0.38643	-1.37775	0.22962	1.99285	1.54204	-0.90539	0.00548	0.00685	0.05643	0.01367	0.07938	0.24006	0.67399
266	CLHS90PBw	0.04463	0.38235	-1.41805	0.30157	2.20986	1.48887	-0.84449	0.00367	0.00521	0.04023	0.01103	0.06876	0.24312	0.57812
267	CLHS90PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
268	CLHS97PA	0.04686	0.38004	-1.4452	0.21296	1.91707	1.36694	-0.96131	0.0047	0.00589	0.03755	0.0124	0.06537	0.23854	0.6685
269	CLHS97PBwA	0.04695	0.38019	-1.44823	0.19193	1.8295	1.3357	-1.02011	0.00494	0.00604	0.03857	0.0121	0.06804	0.23752	0.72029
270	CLHS97PBk	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
271	CLHS97PBk	0.04427	0.3822	-1.42892	0.18805	1.82365	1.37752	-1.02379	0.00526	0.00642	0.04265	0.01208	0.06041	0.23479	0.73513
272	CLHS97PR	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
273	CLHS98PA	0.04235	0.38389	-1.42728	0.1705	1.75066	1.36776	-1.07931	0.00567	0.00666	0.04607	0.01097	0.06324	0.23054	0.7922
274	CLHS98PABtABw	0.05433	0.38405	-1.54352	0.13625	1.40275	1.08692	-1.28395	0.0047	0.00625	0.04325	0.00713	0.10127	0.23603	0.92364
275	CLHS98PBk	0.05126	0.38203	-1.50531	0.14201	1.5054	1.16081	-1.26535	0.00476	0.00607	0.04187	0.00738	0.08842	0.23684	0.90506
276	CLHS98PBk	0.04815	0.38214	-1.48104	0.14905	1.58793	1.22336	-1.20868	0.00498	0.00619	0.04035	0.00818	0.0828	0.23404	0.87061
277	CLHS98PBCk	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
278	CLHS100PNA	0.04356	0.38281	-1.4267	0.18146	1.79702	1.37631	-1.04387	0.00542	0.00654	0.04413	0.01177	0.06044	0.23344	0.75604
279	CLHS100PNA	0.04255	0.38461	-1.45713	0.15445	1.6596	1.30229	-1.13569	0.00563	0.00639	0.04264	0.00893	0.07601	0.22623	0.83962
280	CLHS100PNA	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
281	CLHS100PNA	0.05453	0.37546	-1.51079	0.16284	1.60248	1.15208	-1.16347	0.00504	0.00491	0.04518	0.00963	0.06443	0.24737	0.83451
282	Miller12PA	0.05081	0.37692	-1.47872	0.28145	2.14815	1.33738	-0.86958	0.00378	0.00517	0.03519	0.01096	0.07187	0.24378	0.59032
283	Miller12PBw	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
284	Miller12PBk1	0.04427	0.3822	-1.42892	0.18805	1.82365	1.37752	-1.02379	0.00526	0.00642	0.04265	0.01208	0.06041	0.23479	0.73513
285	Miller12PBk2	0.04875	0.37868	-1.45818	0.28826	2.17369	1.38878	-0.86053	0.00358	0.00512	0.03398	0.01052	0.06571	0.24328	0.58395
286	Miller12PBk3	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
287	Miller15PA	0.04166	0.38412	-1.41295	0.18422	1.81663	1.41314	-1.02624	0.00566	0.00673	0.04825	0.01209	0.06108	0.23217	0.75258
288	Miller15PNA	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
289	Miller15PBk	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
290	Miller16PA	0.04463	0.38235	-1.41805	0.30157	2.20986	1.48887	-0.84449	0.00367	0.00521	0.04023	0.01103	0.06876	0.24312	0.57812
291	Miller16PBk1	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
292	Miller16PBk2	0.04493	0.38152	-1.42822	0.21722	1.93858	1.41125	-0.9462	0.00482	0.00608	0.04033	0.01248	0.05922	0.23797	0.66448
293	Miller16PBk3	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
294	Miller16PBk4	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
295	Miller16PBk5	0.04105	0.38467	-1.39459	0.22554	1.97453	1.49866	-0.91816	0.00523	0.00648	0.05018	0.013	0.06838	0.23876	0.66745
296	Miller17PA	0.04166	0.38412	-1.41295	0.18422	1.81663	1.41314	-1.02624	0.00566	0.00673	0.04825	0.01209	0.06108	0.23217	0.75258
297	Miller17PBk	0.04166	0.38412	-1.41295	0.18422	1.81663	1.41314	-1.02624	0.00566	0.00673	0.04825	0.01209	0.06108	0.23217	0.75258
298	Miller17PBk	0.04536	0.3852	-1.52224	0.14488	1.54871	1.18699	-1.13514	0.00503	0.0059	0.03735	0.0074	0.09743	0.22267	0.85142
299	Miller19PA	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
300	Miller19PAB	0.04481	0.38217	-1.43898	0.17306	1.75189	1.33796	-1.08158	0.00533	0.00644	0.0422	0.01109	0.06477	0.23379	0.78153
301	Miller19PBk	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
302	Miller19PBkk	0.04506	0.38149	-1.42651	0.24479	2.03511	1.44065	-0.89702	0.00441	0.00576	0.03934	0.01186	0.05989	0.24094	0.62392
303	Miller19PCr	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
304	Miller28PA	0.04166	0.38412	-1.41295	0.18422	1.81663	1.41314	-1.02624	0.00566	0.00673	0.04825	0.01209	0.06108	0.23217	0.75258
305	Miller28PBA	0.04516	0.38276	-1.45484	0.15825	1.66913	1.29223	-1.14648	0.00533	0.00639	0.04149	0.00945	0.0721	0.23175	0.83269
306	Miller28PBk	0.04702	0.38182	-1.46477	0.15613	1.64506	1.26252	-1.16935	0.00513	0.00625	0.04066	0.00919	0.07603	0.23426	0.84338
307	Miller28PBk	0.04631	0.38293	-1.47319	0.15098	1.61332	1.24961	-1.18298	0.00516	0.00628	0.0401	0.00839	0.08042	0.23128	0.85816
308	Miller28PBk	0.04516	0.38276	-1.45484	0.15825	1.66913	1.29223	-1.14648	0.00533	0.00639	0.04149	0.00945	0.0721	0.23175	0.83269
309	Miller30PA	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
310	Miller30PBA	0.04516	0.38276	-1.45484	0.15825	1.66913	1.29223	-1.14648	0.00533	0.00639	0.04149	0.00945	0.0721	0.23175	0.83269
311	Miller30PBk	0.05172	0.38057	-1.49682	0.14479	1.52858	1.17058	-1.2641	0.0048	0.00584	0.04281	0.00778	0.07938	0.2399	0.901
312	Miller30PBk	0.04928	0.38021	-1.47404	0.15698	1.63397	1.23451	-1.17981	0.00496	0.00595	0.04065	0.00932	0.07495	0.23828	0.84534
313	Miller47PA	0.04702	0.38182	-1.46477	0.15613	1.64506	1.26252	-1.16935	0.00513	0.00625	0.04066	0.00919	0.07603	0.23426	0.84338
314	Miller47PAB	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
315	Miller47PBk1	0.04668	0.38102	-1.45182	0.17038	1.72849	1.30281	-1.10141	0.00513	0.00622	0.0403	0.01081	0.07034	0.23588	0.79071
316	Miller47PBk2	0.04815	0.38214	-1.48104	0.14905	1.58793	1.22336	-1.20868	0.00498	0.00619	0.04035	0.00818	0.0828	0.23404	0.87061
317	Miller47PAb	0.04592	0.38082	-1.43822	0.20374	1.88373	1.37306	-0.98195	0.0049	0.00609	0.03918	0.01242	0.06306	0.23733	0.69057
318	BLMTREND11PA	0.04166	0.38412	-1.41295	0.18422	1.81663	1.41314	-1.02624	0.00566	0.00673	0.04825	0.01209	0.06108	0.23217	0.75258
319	BLMTREND11PBa	0.04356	0.38281	-1.4267	0.18146	1.79702	1.37631	-1.04387	0.00542	0.00654	0.04413	0.01177	0.06044	0.23344	0.75604
320	BLMTREND11PBk	0.04166	0.38412	-1.41295	0.18422	1.81663	1.41314	-1.02624	0.00566	0.00673	0.04825	0.01209	0.06108	0.23217	0.75258
321	BLMTREND11PC	0.04105	0.38467	-1.39459	0.22554	1.97453	1.49866	-0.91816	0.00523	0.00648	0.05018	0.013	0.06838	0.23876	0.66745
322	BLMTREND11PCr	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
323	BLMTREND12PA	0.03913	0.38643	-1.37775	0.22962	1.99285	1.54204	-0.90539	0.00548	0.00685	0.05643	0.01367	0.07938	0.24006	0.67399
324	BLMTREND12PBw	0.04257	0.38432	-1.39827	0.30804	2.22532	1.53789	-0.83775	0.00394	0.00558	0.04642	0.01227	0.08093	0.24352	0.57877
325	BLMTREND12PBk1	0.04463	0.38235	-1.41805	0.30157	2.20986	1.48887	-0.84449	0.00367	0.00521	0.04023	0.01103	0.06876	0.24312	0.57812
326	BLMTREND12PBk2	0.04292	0.38337	-1.42614	0.17563	1.7727	1.37301	-1.06259	0.00555	0.00662	0.04529	0.01139	0.06141	0.23202	0.7752
327	BLMTREND12PBk3	0.04463	0.38235	-1.41805	0.30157	2.20986	1.48887	-0.84449	0.00367	0.00521	0.04023	0.01103	0.06876	0.24312	0.57812
328	BLMTREND14PA	0.04424	0.38274	-1.43924	0.16818	1.72981	1.33451	-1.09883	0.00542	0.0065	0.04296	0.01065	0.0652	0.23241	0.79829
329	BLMTREND14PAB	0.05064	0.37995	-1.48471	0.15152	1.58695	1.20279	-1.21848	0.00488	0.00582	0.04166	0.00863	0.07522	0.23975	0.87104
330	BLMTREND14PBk	0.05172	0.38057	-1.49682	0.14479	1.52858	1.17058	-1.2641	0.0048	0.00584	0.04281	0.00778	0.07938	0.2399	0.901
331	BLMTREND14PBkk	0.04505	0.38154	-1.43278	0.19546	1.85257	1.3765	-1.00295	0.00509	0.00627	0.04095	0.0123	0.06133	0.23608	0.71307
332	BLMTREND14PCr	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9	-9.9
333	BLMTREND15PA	0.04516	0.38276	-1.45484	0.15825	1.66913	1.29223	-1.14648	0.00533	0.00639	0.04149	0.00945	0.0721	0.23175	0.83269
334	BLMTREND15PAB	0.05089	0.38404	-1.52972	0.14013	1.47104	1.13269	-1.2309	0.00466	0.00624	0.04005	0.00713	0.10131	0.23161	0.89456
