Site,Plot,Line,Indicator,1st Hit N,1st Hit Avg,Any Hit N,Any Hit Avg
BEEF BASIN 2013,M1_5,4,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,4,SPCO/D,0,0.000,1,0.017
BEEF BASIN 2013,M1_5,4,SPCR,15,0.250,18,0.300
BEEF BASIN 2013,M1_5,4,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,4,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,4,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,4,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,4,Total Foliar,43,0.717,43,0.717
BEEF BASIN 2013,M1_5,4,Total Litter,18,0.300,0,0.000
BEEF BASIN 2013,M1_5,5,Bare Soil,11,0.183,,
BEEF BASIN 2013,M1_5,5,ACHY,1,0.017,1,0.017
BEEF BASIN 2013,M1_5,5,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ARTR2,1,0.017,1,0.017
BEEF BASIN 2013,M1_5,5,ARTR2/D,2,0.033,2,0.033
BEEF BASIN 2013,M1_5,5,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,BOGR,21,0.350,21,0.350
BEEF BASIN 2013,M1_5,5,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CETE5,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,CLLU2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,GRFA,1,0.017,1,0.017
BEEF BASIN 2013,M1_5,5,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,HECO26,2,0.033,2,0.033
BEEF BASIN 2013,M1_5,5,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,HECO26/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,KRLA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,OECA10,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,SPCR,9,0.150,10,0.167
BEEF BASIN 2013,M1_5,5,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_5,5,Total Foliar,37,0.617,37,0.617
BEEF BASIN 2013,M1_5,5,Total Litter,20,0.333,0,0.000
BEEF BASIN 2013,M1_6,1,Bare Soil,15,0.250,,
BEEF BASIN 2013,M1_6,1,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,AMSIN,2,0.033,2,0.033
BEEF BASIN 2013,M1_6,1,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ATCA2,2,0.033,2,0.033
BEEF BASIN 2013,M1_6,1,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,BOGR,8,0.133,8,0.133
BEEF BASIN 2013,M1_6,1,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CETE5,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,CLLU2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,GRFA,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,1,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,HECO26/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,KRLA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,OECA10,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,OPPO,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,1,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,OPPO/DP,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,1,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,PLPA2,2,0.033,2,0.033
BEEF BASIN 2013,M1_6,1,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,SPCR,10,0.167,12,0.200
BEEF BASIN 2013,M1_6,1,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,1,Total Foliar,27,0.450,27,0.450
BEEF BASIN 2013,M1_6,1,Total Litter,17,0.283,0,0.000
BEEF BASIN 2013,M1_6,2,Bare Soil,12,0.200,,
BEEF BASIN 2013,M1_6,2,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,AMSIN,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ATCA2,10,0.167,10,0.167
BEEF BASIN 2013,M1_6,2,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,BOGR,4,0.067,4,0.067
BEEF BASIN 2013,M1_6,2,BOGR/D,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,2,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CETE5,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,CLLU2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,HECO26/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,KRLA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,LAOC3,3,0.050,3,0.050
BEEF BASIN 2013,M1_6,2,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,OECA10,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,OPPO,3,0.050,4,0.067
BEEF BASIN 2013,M1_6,2,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,OPPO/DP,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,2,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,SPCR,6,0.100,7,0.117
BEEF BASIN 2013,M1_6,2,SPCR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,2,Total Foliar,28,0.467,28,0.467
BEEF BASIN 2013,M1_6,2,Total Litter,29,0.483,0,0.000
BEEF BASIN 2013,M1_6,3,Bare Soil,8,0.133,,
BEEF BASIN 2013,M1_6,3,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,AMSIN,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,3,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ATCA2,6,0.100,6,0.100
BEEF BASIN 2013,M1_6,3,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,BOGR,12,0.200,12,0.200
BEEF BASIN 2013,M1_6,3,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,BRTE,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CETE5,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,CLLU2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,GRFA,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,3,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,HECO26/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,KRLA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,LAOC3,4,0.067,4,0.067
BEEF BASIN 2013,M1_6,3,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,OECA10,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,OPPO,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,3,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,SPCR,10,0.167,10,0.167
BEEF BASIN 2013,M1_6,3,SPCR/D,2,0.033,2,0.033
BEEF BASIN 2013,M1_6,3,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,3,Total Foliar,37,0.617,37,0.617
BEEF BASIN 2013,M1_6,3,Total Litter,26,0.433,0,0.000
BEEF BASIN 2013,M1_6,4,Bare Soil,10,0.167,,
BEEF BASIN 2013,M1_6,4,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,AMSIN,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,4,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ATCA2,3,0.050,3,0.050
BEEF BASIN 2013,M1_6,4,ATCA2/D,2,0.033,2,0.033
BEEF BASIN 2013,M1_6,4,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,BOGR,12,0.200,15,0.250
BEEF BASIN 2013,M1_6,4,BOGR/D,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,4,BRTE,0,0.000,1,0.017
BEEF BASIN 2013,M1_6,4,CETE5,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,CLLU2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,GRFA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,HECO26/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,KRLA2,1,0.017,1,0.017
BEEF BASIN 2013,M1_6,4,KRLA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,LAOC3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,OECA10,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,OPPO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,SPCR,11,0.183,12,0.200
BEEF BASIN 2013,M1_6,4,SPCR/D,4,0.067,4,0.067
BEEF BASIN 2013,M1_6,4,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,4,Total Foliar,35,0.583,35,0.583
BEEF BASIN 2013,M1_6,4,Total Litter,19,0.317,0,0.000
BEEF BASIN 2013,M1_6,5,Bare Soil,17,0.283,,
BEEF BASIN 2013,M1_6,5,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,AMSIN,1,0.017,2,0.033
BEEF BASIN 2013,M1_6,5,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ATCA2,4,0.067,4,0.067
BEEF BASIN 2013,M1_6,5,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,BOGR,5,0.083,6,0.100
BEEF BASIN 2013,M1_6,5,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,BRTE,1,0.017,4,0.067
BEEF BASIN 2013,M1_6,5,CETE5,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CHNAA3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CHVI/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CHVI8,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CHVI8/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CHVI8/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CLLU2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,CLLU2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ECCOC,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ECCOC/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ELEL,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,EPVI,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,ERCI6,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,GRFA,0,0.000,1,0.017
BEEF BASIN 2013,M1_6,5,GUSA,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,GUSA/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,HECO26,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,HECO26/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,HECO26/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,KRLA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,KRLA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,KRLA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,LAOC3,4,0.067,4,0.067
BEEF BASIN 2013,M1_6,5,LEMO2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,OECA10,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,OENOT,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,OPPO,1,0.017,2,0.033
BEEF BASIN 2013,M1_6,5,OPPO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,OPPO/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,PEPU7,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,PHAU3,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,PLPA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,SALSO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,SALSO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,SPCO,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,SPCO/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,SPCR,12,0.200,13,0.217
BEEF BASIN 2013,M1_6,5,SPCR/D,3,0.050,3,0.050
BEEF BASIN 2013,M1_6,5,UNKF9,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,UNKFG,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,UNKSPR,0,0.000,0,0.000
BEEF BASIN 2013,M1_6,5,Total Foliar,31,0.517,31,0.517
BEEF BASIN 2013,M1_6,5,Total Litter,18,0.300,0,0.000
BEEF BASIN 2013,M1_7,1,Bare Soil,7,0.117,,
BEEF BASIN 2013,M1_7,1,ACHY,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,AMHI,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,AMID,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,AMSIN,1,0.017,2,0.033
BEEF BASIN 2013,M1_7,1,ARPU9,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,ARTR2,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,ARTR2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,ARTR2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,ATCA2,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,ATCA2/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,ATCA2/DP,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,BOGR,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,BOGR/D,0,0.000,0,0.000
BEEF BASIN 2013,M1_7,1,BRTE,7,0.117,11,0.183
BEEF BASIN 2013,M1_7,1,CETE5,0,0.000,1,0.017
