"","ACHY","AMID","ARPU9","ARTR2","ARTR2.D","ATCA2","ATCA2.D","Bare.Soil","BOGR2","BOGR2.D","BRTE","CHLE4","CHVI8","CHVI8.D","ECCOC","ELEL5","EPVI","ERCI6","GRFA","GUSA2","GUSA2.D","HECO26","HECO26.D","JUOS","KRLA2","LEMO2","OPPO","OPPO.D","PEPU7","PHAU3","PIED","PIED.D","PLPA2","SALSO","SPCR","SPCR.D","CLLU2","LAOC3","SALSO.D","SPCO","HIJA"
"IL2_5",0,0.00666666666666667,0,0,0,0,0,0.273333333333333,0.16,0.0133333333333333,0,0,0,0,0,0,0,0.02,0.00666666666666667,0,0,0.0266666666666667,0,0,0.02,0,0.0933333333333333,0,0,0,0,0,0.02,0.00666666666666667,0.88,0,0,0.0133333333333333,0,0,0
"IL2_7",0.02,0,0,0.126666666666667,0.1,0.00666666666666667,0,0.42,0.426666666666667,0.02,0.00666666666666667,0,0.00666666666666667,0,0,0,0.02,0,0,0.06,0,0.28,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
"IL2_8",0,0,0.00666666666666667,0.06,0.0266666666666667,0.04,0,0.286666666666667,0.126666666666667,0.00666666666666667,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0.0466666666666667,0,0.0533333333333333,0.0133333333333333,0.0466666666666667,0,0,0,0,0.02,0,0,0,0,0,0,0,0.586666666666667,0,0,0.0133333333333333,0,0,0
"IL2_9",0.0133333333333333,0,0.00666666666666667,0,0.0533333333333333,0.06,0,0.326666666666667,0.333333333333333,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.02,0,0.186666666666667,0,0,0,0,0.0333333333333333,0.0133333333333333,0,0,0.04,0,0.00666666666666667,0,0.346666666666667,0.00666666666666667,0,0,0,0,0
"IL3_1",0,0,0,0,0.04,0.02,0,0.333333333333333,0.366666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.0866666666666667,0.00666666666666667,0.186666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0
"IL3_10",0.02,0,0,0.106666666666667,0.0533333333333333,0.0266666666666667,0,0.393333333333333,0.46,0.0133333333333333,0,0,0.04,0,0,0,0.00666666666666667,0,0,0,0,0.06,0.00666666666666667,0,0.00666666666666667,0,0.0866666666666667,0,0,0,0,0,0,0,0.286666666666667,0.0133333333333333,0.00666666666666667,0,0,0.02,0
"IL3_2",0,0,0,0.0733333333333333,0.0333333333333333,0.0733333333333333,0.00666666666666667,0.326666666666667,0.573333333333333,0.04,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.206666666666667,0.00666666666666667,0,0,0,0,0
"IL3_3",0,0,0,0,0.0866666666666667,0.00666666666666667,0,0.16,0.42,0,0,0,0.00666666666666667,0,0,0,0.02,0,0,0.00666666666666667,0.02,0.74,0.0333333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0
"IL3_4",0,0,0,0.153333333333333,0.04,0.00666666666666667,0,0.386666666666667,0.493333333333333,0.04,0.00666666666666667,0,0.0466666666666667,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0.206666666666667,0.00666666666666667,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.12,0.00666666666666667,0,0,0,0,0
"IL3_6",0,0,0,0.0933333333333333,0.04,0,0,0.466666666666667,0.5,0.0133333333333333,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0,0.0133333333333333,0,0.00666666666666667,0,0,0,0,0,0,0,0.253333333333333,0,0,0,0,0,0
"IL3_7",0,0.00666666666666667,0,0.0266666666666667,0.0333333333333333,0.0333333333333333,0,0.293333333333333,0.673333333333333,0,0.06,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0.0333333333333333,0.00666666666666667,0.286666666666667,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0.153333333333333,0,0,0.00666666666666667,0,0,0
"IL3_9",0.00666666666666667,0,0.00666666666666667,0.146666666666667,0.0866666666666667,0,0,0.38,0.353333333333333,0.0533333333333333,0.00666666666666667,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0.04,0.02,0.466666666666667,0,0,0,0,0.02,0,0,0,0,0,0,0,0.06,0.00666666666666667,0,0,0,0,0
"IL4_10",0.0266666666666667,0,0,0.113333333333333,0.0266666666666667,0.0333333333333333,0.00666666666666667,0.286666666666667,0.486666666666667,0.0133333333333333,0,0,0.02,0,0,0,0,0,0,0,0,0.233333333333333,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0.213333333333333,0,0,0.00666666666666667,0,0,0
"IL4_2",0.00666666666666667,0,0,0.00666666666666667,0.0466666666666667,0.0866666666666667,0.0133333333333333,0.273333333333333,0.293333333333333,0.0333333333333333,0.02,0,0,0,0,0,0,0,0,0.00666666666666667,0.0133333333333333,0.08,0,0,0,0,0.00666666666666667,0,0,0,0.06,0,0,0,0.566666666666667,0.0133333333333333,0,0.00666666666666667,0,0,0
"IL4_3",0,0,0,0,0.02,0.0133333333333333,0,0.3,0.466666666666667,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0.56,0,0,0.00666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0
"IL4_4",0,0,0,0,0.0333333333333333,0.0133333333333333,0,0.233333333333333,0.366666666666667,0.06,0,0,0,0,0.0133333333333333,0,0.00666666666666667,0,0,0.0466666666666667,0.0333333333333333,0.186666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0.0666666666666667,0,0,0,0.0466666666666667,0,0,0,0,0,0
"IL4_5",0.0133333333333333,0,0,0.00666666666666667,0.0266666666666667,0.0266666666666667,0,0.226666666666667,0.486666666666667,0.0333333333333333,0,0,0.02,0,0,0,0,0,0,0.04,0.00666666666666667,0.486666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0
"IL4_7",0.0333333333333333,0,0,0,0.113333333333333,0.0466666666666667,0,0.393333333333333,0.553333333333333,0.0266666666666667,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0.0333333333333333,0.0133333333333333,0.286666666666667,0.0133333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0,0,0.14
"IL4_8",0,0,0,0.0133333333333333,0.00666666666666667,0,0,0.22,0.04,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0.173333333333333,0,0.00666666666666667,0,0,0.00666666666666667,0,0.226666666666667,0,0,0,0,0,0,0,0,0,0
"IL4_9",0.02,0,0,0.00666666666666667,0.0533333333333333,0.0266666666666667,0,0.146666666666667,0.373333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.02,0,0.72,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0
"M1_1",0,0.0333333333333333,0,0,0.0133333333333333,0.14,0,0.313333333333333,0.0133333333333333,0,0.0466666666666667,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0.0333333333333333,0,0,0,0,0,0,0,0.0266666666666667,0,0.433333333333333,0.0866666666666667,0,0.126666666666667,0,0,0
"M1_10",0,0.0133333333333333,0,0,0,0,0,0.18,0,0,0.0266666666666667,0.00666666666666667,0,0,0,0.00666666666666667,0,0.0466666666666667,0.0133333333333333,0,0,0,0,0,0,0,0.0933333333333333,0,0,0,0,0,0.02,0,0.88,0,0,0.0866666666666667,0,0,0
"M1_2",0.02,0.0133333333333333,0,0.0466666666666667,0.0733333333333333,0,0,0.28,0.04,0.0133333333333333,0,0,0.0133333333333333,0,0,0,0,0.0266666666666667,0.0133333333333333,0,0,0.12,0,0,0.0733333333333333,0,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0,0.393333333333333,0.08,0,0.186666666666667,0,0,0
"M1_4",0,0.0933333333333333,0,0.00666666666666667,0.0266666666666667,0,0,0.28,0.0733333333333333,0.04,0.00666666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.0133333333333333,0,0.04,0,0,0,0,0,0.02,0,0.346666666666667,0.153333333333333,0.0133333333333333,0.213333333333333,0,0,0
"M1_5",0.02,0.00666666666666667,0,0.02,0.106666666666667,0.0333333333333333,0,0.286666666666667,0.446666666666667,0.0333333333333333,0.0133333333333333,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.0866666666666667,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.526666666666667,0,0,0,0,0,0
"M1_6",0,0.04,0,0,0,0.166666666666667,0.0133333333333333,0.413333333333333,0.3,0.0133333333333333,0.0333333333333333,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.00666666666666667,0,0.0666666666666667,0,0,0,0,0,0.0133333333333333,0,0.36,0.06,0,0.0733333333333333,0,0,0
"M1_7",0,0.02,0,0,0,0.246666666666667,0,0.206666666666667,0,0,0.373333333333333,0,0,0,0,0,0,0.0466666666666667,0.00666666666666667,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.02,0.00666666666666667,0.506666666666667,0,0,0.0666666666666667,0,0,0
"M1_8",0,0,0,0,0,0.08,0.0266666666666667,0.453333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0,0,0,0,0.16,0.58,0.0133333333333333,0,0,0.00666666666666667,0,0
"M2_1",0.04,0,0.00666666666666667,0.02,0.106666666666667,0.0133333333333333,0,0.34,0.713333333333333,0.0266666666666667,0.00666666666666667,0,0.0333333333333333,0,0,0,0,0,0,0.0266666666666667,0,0.173333333333333,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
"M2_10",0,0.08,0,0.00666666666666667,0,0.126666666666667,0,0.433333333333333,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.0266666666666667,0.473333333333333,0,0,0.0333333333333333,0,0,0
"M2_3",0.00666666666666667,0,0,0,0.133333333333333,0.0266666666666667,0.0133333333333333,0.193333333333333,0.74,0.04,0,0,0,0,0,0,0,0,0,0.0333333333333333,0.00666666666666667,0.38,0.00666666666666667,0,0,0,0.04,0,0,0,0,0,0,0,0.153333333333333,0,0,0,0,0,0
"M2_5",0,0.0533333333333333,0,0,0,0.0733333333333333,0,0.346666666666667,0.52,0.04,0.00666666666666667,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.206666666666667,0.0133333333333333,0.0333333333333333,0.02,0,0,0
"M2_6",0,0.00666666666666667,0,0,0,0.213333333333333,0.0333333333333333,0.453333333333333,0,0,0.0133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0.02,0.5,0,0,0,0,0,0
"M2_7",0,0,0,0,0,0.0933333333333333,0,0.366666666666667,0.0333333333333333,0,0.1,0,0,0,0,0,0,0.0733333333333333,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.2,0.52,0,0,0.00666666666666667,0.0133333333333333,0,0
"M2_8",0,0.16,0,0,0,0.06,0,0.326666666666667,0.193333333333333,0.02,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0,0.0133333333333333,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0.06,0,0.68,0.00666666666666667,0,0.0733333333333333,0,0,0
"M2_9",0,0.0333333333333333,0,0,0.0333333333333333,0.0666666666666667,0,0.26,0.146666666666667,0.02,0,0,0,0,0,0,0,0.0133333333333333,0.0333333333333333,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0.0466666666666667,0,0,0,0,0,0.0466666666666667,0,0.346666666666667,0.08,0,0.126666666666667,0,0,0
"M3_1",0,0,0,0,0,0,0,0.353333333333333,0.673333333333333,0.0533333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.08,0,0,0,0,0,0,0,0.366666666666667,0.0133333333333333,0,0.02,0,0,0
"M3_2",0.0333333333333333,0,0,0.0266666666666667,0.173333333333333,0.02,0,0.36,0.626666666666667,0.0133333333333333,0,0,0.02,0,0,0.00666666666666667,0,0,0,0.0666666666666667,0,0.233333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.00666666666666667,0,0,0
"M3_3",0.14,0,0,0.0133333333333333,0.00666666666666667,0.04,0.0266666666666667,0.306666666666667,0.566666666666667,0.0133333333333333,0,0,0.12,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.42,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.1,0,0,0.00666666666666667,0,0.02,0
"M3_5",0,0,0,0,0.12,0.0133333333333333,0.0133333333333333,0.166666666666667,0.853333333333333,0.02,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.113333333333333,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0.353333333333333,0,0,0,0,0,0
"M3_7",0,0.06,0,0.0133333333333333,0.00666666666666667,0,0,0.293333333333333,0.106666666666667,0.04,0.08,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0.0133333333333333,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.0333333333333333,0,0.253333333333333,0.113333333333333,0.0133333333333333,0.0933333333333333,0.0266666666666667,0.00666666666666667,0
"M3_8",0.0466666666666667,0,0,0,0.173333333333333,0.06,0,0.34,0.54,0.0266666666666667,0.0133333333333333,0,0,0,0,0,0,0,0,0.0133333333333333,0.0133333333333333,0.326666666666667,0.00666666666666667,0,0,0,0.0333333333333333,0,0,0,0,0,0.0133333333333333,0,0.14,0.00666666666666667,0,0,0,0,0
"M4_2",0.0933333333333333,0,0,0.0333333333333333,0,0.0466666666666667,0.00666666666666667,0.22,0.466666666666667,0.00666666666666667,0,0,0.14,0.02,0,0,0.00666666666666667,0,0,0.0266666666666667,0,0.273333333333333,0,0,0.02,0,0,0,0,0,0,0,0,0,0.273333333333333,0,0,0.00666666666666667,0,0,0
"M4_3",0.0533333333333333,0,0,0,0.0866666666666667,0.00666666666666667,0,0.166666666666667,0.846666666666667,0.04,0,0,0.0266666666666667,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0,0,0.0266666666666667,0,0.4,0.00666666666666667,0,0,0,0.0133333333333333,0,0,0,0,0,0,0,0.0933333333333333,0.00666666666666667,0,0,0,0,0
"M4_4",0,0.02,0,0,0.00666666666666667,0,0,0.42,0.766666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0.106666666666667,0.00666666666666667,0,0.02,0,0.08,0.00666666666666667,0,0,0,0,0.0133333333333333,0,0.14,0.00666666666666667,0.0133333333333333,0,0,0,0
"M4_5",0,0.0866666666666667,0,0,0,0,0,0.253333333333333,0.233333333333333,0.0466666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.0666666666666667,0,0,0,0,0,0.00666666666666667,0,0.353333333333333,0.113333333333333,0.02,0.16,0,0,0
"M4_6",0.04,0,0,0.0133333333333333,0.126666666666667,0.04,0,0.3,0.44,0.0333333333333333,0,0,0.0466666666666667,0,0,0.00666666666666667,0,0,0,0.0266666666666667,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0
"M4_7",0.0533333333333333,0,0.00666666666666667,0,0.06,0.0133333333333333,0,0.266666666666667,0.413333333333333,0.0133333333333333,0,0,0.326666666666667,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.186666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0.0266666666666667,0,0,0,0,0,0
"M4_9",0,0,0.00666666666666667,0.233333333333333,0.0266666666666667,0.06,0,0.72,0.566666666666667,0.02,0,0,0,0,0,0.0133333333333333,0,0,0,0.0466666666666667,0,0.00666666666666667,0,0,0,0,0.113333333333333,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
"B1_11",0,0,0,0.1,0.08,0,0.00666666666666667,0.18,0.0933333333333333,0.00666666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0.0133333333333333,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,1.17333333333333,0.0333333333333333,0,0,0,0,0
"B1_101",0,0,0,0.02,0.0466666666666667,0,0,0.226666666666667,0.96,0.0533333333333333,0,0,0,0,0,0,0,0,0,0.06,0,0.166666666666667,0,0,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.0133333333333333,0.00666666666666667,0,0,0,0,0
"B1_21",0,0,0,0,0,0.12,0,0.233333333333333,0.166666666666667,0,0.0133333333333333,0,0,0,0,0,0,0.0133333333333333,0,0.0266666666666667,0,0.133333333333333,0,0,0.0133333333333333,0,0.0266666666666667,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0.74,0,0,0,0,0,0
"B1_31",0.0133333333333333,0,0.06,0,0,0.04,0,0.413333333333333,0.146666666666667,0.0333333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0.0133333333333333,0,0.146666666666667,0,0,0,0,0,0,0.00666666666666667,0.726666666666667,0,0,0,0.00666666666666667,0,0
"B1_41",0,0,0,0,0.0133333333333333,0.0333333333333333,0,0.26,0.153333333333333,0.0333333333333333,0.06,0.00666666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.02,0,0.02,0,0,0,0,0,0,0,0.76,0.00666666666666667,0,0.0666666666666667,0,0,0
"B1_51",0,0,0,0,0.0133333333333333,0.0933333333333333,0,0.373333333333333,0.466666666666667,0.0133333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.113333333333333,0.0133333333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.0133333333333333,0,0,0,0,0
"B1_61",0,0,0,0,0.02,0.0866666666666667,0,0.2,0.553333333333333,0.0333333333333333,0.0333333333333333,0.00666666666666667,0.0133333333333333,0,0,0.00666666666666667,0,0,0,0.0133333333333333,0,0.08,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.546666666666667,0.00666666666666667,0,0,0,0,0
"B1_71",0.0333333333333333,0,0,0.173333333333333,0.08,0.02,0,0.206666666666667,0.446666666666667,0.0266666666666667,0.00666666666666667,0.0133333333333333,0.02,0,0,0,0,0,0.0133333333333333,0,0,0.06,0,0,0,0,0.02,0,0,0,0,0,0.00666666666666667,0,0.466666666666667,0,0,0.04,0,0,0
"B1_81",0,0.00666666666666667,0,0,0,0.0133333333333333,0,0.293333333333333,0.00666666666666667,0,0.0133333333333333,0,0,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0,0.02,0,0,0,0,0,0.0733333333333333,0,0.866666666666667,0,0.00666666666666667,0.106666666666667,0,0,0
"B1_91",0,0,0,0,0.0466666666666667,0,0,0.26,0.32,0.0133333333333333,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0.213333333333333,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.713333333333333,0.0133333333333333,0,0,0,0,0
"B2_11",0,0.0266666666666667,0.00666666666666667,0,0,0,0,0.446666666666667,0.453333333333333,0.0266666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0.0466666666666667,0,0,0.0666666666666667,0,0.1,0,0,0,0,0,0.00666666666666667,0,0.406666666666667,0,0.00666666666666667,0.0533333333333333,0,0,0
"B2_101",0,0,0,0.06,0.0666666666666667,0,0,0.466666666666667,0.413333333333333,0.0266666666666667,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0.333333333333333,0.0133333333333333,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0
"B2_21",0,0,0,0,0.06,0.0466666666666667,0,0.293333333333333,0.873333333333333,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0
"B2_41",0,0,0,0.02,0.02,0,0,0.2,0.726666666666667,0.0333333333333333,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.0666666666666667,0,0,0.0333333333333333,0,0,0,0,0,0,0,0,0.00666666666666667,0.26,0.02,0,0,0,0,0
"B2_51",0.0266666666666667,0,0,0,0.04,0,0,0.233333333333333,0.706666666666667,0.0266666666666667,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.126666666666667,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.38,0.0133333333333333,0,0,0,0,0
"B2_61",0.00666666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0,0.313333333333333,0.64,0.02,0,0,0.06,0,0,0,0,0,0.0133333333333333,0,0,0.193333333333333,0,0,0.00666666666666667,0,0.0266666666666667,0,0,0,0,0,0.00666666666666667,0,0.14,0.00666666666666667,0,0,0,0,0
"B2_71",0.00666666666666667,0,0,0,0.12,0,0.0133333333333333,0.313333333333333,0.68,0.02,0,0,0.00666666666666667,0,0.00666666666666667,0,0,0,0,0.00666666666666667,0.00666666666666667,0.113333333333333,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0.22,0,0,0.0133333333333333,0,0,0
"B2_81",0,0,0,0,0,0,0,0.553333333333333,0.353333333333333,0.1,0,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0,0,0,0,0.16,0.00666666666666667,0,0,0,0,0,0,0.506666666666667,0.0333333333333333,0,0,0,0,0
"B2_91",0,0,0,0.0333333333333333,0.04,0.00666666666666667,0,0.46,0.706666666666667,0.04,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0.0266666666666667,0,0,0,0,0,0,0,0,0,0.2,0.00666666666666667,0,0,0,0,0
"B3_11",0.0266666666666667,0,0,0.0133333333333333,0.04,0,0,0.36,0.466666666666667,0.04,0,0,0,0,0,0,0.00666666666666667,0,0,0.166666666666667,0.0133333333333333,0.353333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.0266666666666667,0.00666666666666667,0,0,0,0,0
"B3_101",0,0,0,0.106666666666667,0.0466666666666667,0.02,0,0.273333333333333,0.446666666666667,0.0133333333333333,0,0,0,0,0,0.00666666666666667,0,0,0,0.00666666666666667,0.00666666666666667,0.12,0.00666666666666667,0.0333333333333333,0.0133333333333333,0,0,0,0,0,0.0333333333333333,0,0,0,0.28,0,0,0,0.00666666666666667,0,0
"B3_21",0,0,0,0,0.0133333333333333,0,0,0.393333333333333,0.413333333333333,0.0466666666666667,0,0,0,0,0,0.00666666666666667,0,0,0,0.0333333333333333,0,0.233333333333333,0.00666666666666667,0,0.0266666666666667,0,0.00666666666666667,0,0,0,0,0,0,0,0.293333333333333,0,0,0,0,0,0
"B3_31",0,0,0,0,0,0.00666666666666667,0,0.573333333333333,0.453333333333333,0.0266666666666667,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133333333333333,0,0,0,0,0,0,0.06,0.213333333333333,0.0266666666666667,0,0.0133333333333333,0.0133333333333333,0,0
"B3_41",0,0.00666666666666667,0,0,0,0.0266666666666667,0,0.233333333333333,0.68,0.02,0.00666666666666667,0,0,0,0,0,0,0.04,0,0,0,0.0533333333333333,0,0,0,0,0.173333333333333,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.533333333333333,0.00666666666666667,0,0.0133333333333333,0,0,0
"B3_51",0,0,0,0,0,0,0,0.46,0.246666666666667,0,0,0,0,0,0,0,0,0.0133333333333333,0,0.00666666666666667,0,0.0133333333333333,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0,0,0.0866666666666667,0.613333333333333,0.02,0.00666666666666667,0,0.00666666666666667,0,0
"B3_61",0.0133333333333333,0,0,0.00666666666666667,0.153333333333333,0.0266666666666667,0,0.273333333333333,0.586666666666667,0.0533333333333333,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0.333333333333333,0.02,0,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.213333333333333,0,0,0,0,0,0
"B3_71",0.0266666666666667,0,0,0.0133333333333333,0.0933333333333333,0.0333333333333333,0,0.313333333333333,0.506666666666667,0.0266666666666667,0,0,0,0,0,0,0.0133333333333333,0,0,0.14,0.0466666666666667,0.393333333333333,0.00666666666666667,0,0,0,0,0,0,0,0.02,0,0,0,0.0333333333333333,0,0,0,0,0,0
"B3_81",0,0,0,0,0.0133333333333333,0,0,0.366666666666667,0.753333333333333,0.04,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.00666666666666667,0,0,0,0,0,0,0.0733333333333333,0.00666666666666667,0,0.00666666666666667,0,0,0
"B3_91",0,0.00666666666666667,0,0,0,0,0,0.34,0.926666666666667,0.02,0.00666666666666667,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.0533333333333333,0.00666666666666667,0,0,0,0.0933333333333333,0,0,0,0,0,0.0266666666666667,0,0.186666666666667,0.00666666666666667,0,0.0133333333333333,0,0,0
"B4_11",0.0266666666666667,0,0,0.00666666666666667,0.04,0.0133333333333333,0.02,0.306666666666667,0.506666666666667,0.0266666666666667,0,0,0,0,0,0,0,0,0,0.04,0.04,0.386666666666667,0.0133333333333333,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0,0,0.153333333333333,0,0,0,0,0.00666666666666667,0
"B4_101",0.0133333333333333,0,0,0,0.0333333333333333,0.0533333333333333,0,0.58,0.286666666666667,0.02,0,0,0.00666666666666667,0,0,0,0,0,0,0.0666666666666667,0.02,0.513333333333333,0,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4_21",0.00666666666666667,0,0.00666666666666667,0.00666666666666667,0.0466666666666667,0.04,0,0.32,0.406666666666667,0.02,0.0133333333333333,0,0,0,0,0,0,0,0,0.0533333333333333,0.0133333333333333,0.04,0,0,0,0,0.0266666666666667,0,0.00666666666666667,0,0,0,0,0,0.173333333333333,0,0,0,0,0,0
"B4_31",0,0,0,0.00666666666666667,0.113333333333333,0.00666666666666667,0,0.333333333333333,0.693333333333333,0.1,0,0,0,0,0,0,0,0,0,0.02,0.0133333333333333,0.133333333333333,0,0,0,0.00666666666666667,0,0,0,0,0.04,0,0,0,0.0666666666666667,0,0,0,0,0,0
"B4_41",0.0133333333333333,0,0,0,0.0666666666666667,0,0,0.366666666666667,0.58,0.0533333333333333,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.22,0.0133333333333333,0.00666666666666667,0,0,0.00666666666666667,0,0,0,0,0,0,0,0.246666666666667,0,0,0,0,0,0
"B4_61",0,0,0,0.0733333333333333,0.0333333333333333,0,0,0.273333333333333,0.266666666666667,0.04,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0.126666666666667,0,0,0.0133333333333333,0,0.02,0,0,0,0,0,0,0,0.706666666666667,0.0133333333333333,0,0,0,0,0
"B4_71",0,0,0,0,0.02,0.0333333333333333,0,0.16,0.8,0.06,0,0,0,0,0,0,0,0,0,0,0,0.00666666666666667,0,0,0.00666666666666667,0,0.02,0.00666666666666667,0,0,0,0,0,0,0.306666666666667,0.0266666666666667,0,0,0.00666666666666667,0,0
"B4_81",0.0133333333333333,0,0,0,0,0.0866666666666667,0,0.246666666666667,0,0,0.16,0,0,0,0,0,0,0,0,0,0.00666666666666667,0.00666666666666667,0,0,0,0,0.246666666666667,0,0,0,0,0,0,0,0.853333333333333,0.0133333333333333,0,0,0.00666666666666667,0,0
