Site,Plot,Line,Date,Quadrat,SpeciesCode,SubQuadSize,SubQuadSizeUOM,AreaInHectares,ClassAtotal,ClassBtotal,ClassCtotal,ClassDtotal,ClassEtotal,ClassFtotal,ClassGtotal,ClassHtotal,ClassItotal,ClassADensity,ClassBDensity,ClassCDensity,ClassDDensity,ClassEDensity,ClassFDensity,ClassGDensity,ClassHDensity,ClassIDensity
BEEF BASIN 2013,88,3,8/4/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,MAFR3,0,sq ft,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,PIED,1,sq m,0.0001,1,0,0,0,3,0,0,0,0,10000,0,0,0,30000,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,88,3,8/4/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,ARTR2,1,sq m,0.0001,1,0,5,0,0,0,0,0,0,10000,0,50000,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,ARTR2/D,1,sq m,0.0001,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,ATCA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,CHVI8,1,sq m,0.0001,0,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,PIED,1,sq m,0.0001,0,0,0,0,4,0,0,0,0,0,0,0,0,40000,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,1,8/4/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,ARTR2,1,sq m,0.0001,0,0,2,1,0,0,0,0,0,0,0,20000,10000,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,ARTR2/D,1,sq m,0.0001,0,0,3,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,ATCA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,CHVI8,1,sq m,0.0001,0,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,PIED,1,sq m,0.0001,0,0,0,1,1,0,0,0,0,0,0,0,10000,10000,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,2,8/4/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,ARTR2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,ARTR2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,ATCA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,CHVI8,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,JUOS,1,sq m,0.0001,0,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,PIED,1,sq m,0.0001,0,0,0,2,3,0,0,0,0,0,0,0,20000,30000,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,89,3,8/4/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,ARFR4,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,ARTR2,1,sq m,0.0001,0,0,7,1,0,0,0,0,0,0,0,70000,10000,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,ARTR2/D,1,sq m,0.0001,0,0,13,0,0,0,0,0,0,0,0,130000,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,ATCA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,CHVI8,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,PIED,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,1,8/2/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,ARFR4,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,ARTR2,1,sq m,0.0001,0,0,6,4,0,0,0,0,0,0,0,60000,40000,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,ARTR2/D,1,sq m,0.0001,0,6,7,0,0,0,0,0,0,0,60000,70000,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,ATCA2,1,sq m,0.0001,0,0,0,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,CHVI8,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,PIED,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,2,8/2/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,ARFR4,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,ARTR2,1,sq m,0.0001,0,0,1,2,0,0,0,0,0,0,0,10000,20000,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,ARTR2/D,1,sq m,0.0001,0,1,4,0,0,0,0,0,0,0,10000,40000,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,ATCA2,1,sq m,0.0001,0,0,1,1,1,0,0,0,0,0,0,10000,10000,10000,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,CHVI8,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,PIED,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,90,3,8/2/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,ARFR4,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,ARTR2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,ARTR2/D,1,sq m,0.0001,0,1,11,0,0,0,0,0,0,0,10000,110000,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,ATCA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,CHVI8,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,PIED,1,sq m,0.0001,0,0,0,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,1,8/3/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,ARFR4,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,ARTR2,1,sq m,0.0001,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,ARTR2/D,1,sq m,0.0001,0,0,6,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,ATCA2,1,sq m,0.0001,0,0,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,ATCA2/D,1,sq m,0.0001,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,CHVI8,1,sq m,0.0001,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,PIED,1,sq m,0.0001,0,0,0,2,1,0,0,0,0,0,0,0,20000,10000,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,2,8/3/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,ARFR4,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,ARTR2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,ARTR2/D,1,sq m,0.0001,0,1,0,1,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,ATCA2,1,sq m,0.0001,0,0,1,2,0,0,0,0,0,0,0,10000,20000,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,CHVI8,1,sq m,0.0001,0,0,4,0,0,0,0,0,0,0,0,40000,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,KRLA2,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,PIED,1,sq m,0.0001,0,0,1,0,3,0,0,0,0,0,0,10000,0,30000,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,YUBA,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,91,3,8/3/2013,1,YUBA/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,ARTR2,1,sq m,0.0001,0,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,ARTR2/D,1,sq m,0.0001,0,5,2,2,0,0,0,0,0,0,50000,20000,20000,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,ATCA2,1,sq m,0.0001,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,ATCA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,CHVI8,1,sq m,0.0001,0,0,1,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,CHVI8/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,EPVI,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,EPVI/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,JUOS,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,JUOS/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,KRLA2,1,sq m,0.0001,0,0,2,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,KRLA2/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,MAFR3,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,PIED,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEEF BASIN 2013,92,1,8/5/2013,1,PIED/D,1,sq m,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
