Plot,Line,SpeciesCode,ClassAtotal,ClassBtotal,ClassCtotal,ClassDtotal,ClassEtotal
67,5,AMUT,0,0,0,0,0
67,5,ARTR2,0,0,0,0,0
67,5,ARTR2/D,0,0,0,0,0
67,5,ATCA2,0,0,1,4,0
67,5,ATCA2/D,0,0,0,1,0
67,5,CHVI8,0,0,0,0,0
67,5,CHVI8/D,0,0,0,0,0
67,5,CRAN4,0,0,0,0,0
67,5,EPVI,0,0,0,0,0
67,5,EPVI/D,0,0,0,0,0
67,5,JUOS,0,0,0,0,0
67,5,JUOS/D,0,0,0,0,0
67,5,KRLA2,0,0,0,0,0
67,5,KRLA2/D,0,0,0,0,0
67,5,MAFR3,0,0,0,0,0
67,5,PIED,0,0,0,0,0
67,5,PIED/D,0,0,0,0,0
67,5,SHRO,0,0,0,0,0
67,5,SHRO/D,0,0,0,0,0
67,5,YUBA,0,0,0,0,0
67,5,YUBA/D,0,0,0,0,0
68,1,ARTR2,0,0,0,0,0
68,1,ARTR2/D,0,0,3,1,0
68,1,ATCA2,0,0,1,1,0
68,1,ATCA2/D,0,0,0,0,0
68,1,CHVI8,0,0,0,0,0
68,1,CHVI8/D,0,0,0,0,0
68,1,EPVI,0,0,0,0,0
68,1,EPVI/D,0,0,0,0,0
68,1,KRLA2,19,0,47,0,0
68,1,KRLA2/D,1,0,0,0,0
68,1,YUBA,0,0,0,0,0
68,1,YUBA/D,0,0,0,0,0
68,2,ARTR2,0,0,0,1,0
68,2,ARTR2/D,0,0,1,0,0
68,2,ATCA2,0,0,1,1,1
68,2,ATCA2/D,0,0,0,1,0
68,2,CHVI8,0,0,0,0,0
68,2,CHVI8/D,0,0,0,0,0
68,2,EPVI,0,0,0,0,0
68,2,EPVI/D,0,0,0,0,0
68,2,KRLA2,41,0,43,0,0
68,2,KRLA2/D,0,0,0,0,0
68,2,YUBA,0,0,0,0,0
68,2,YUBA/D,0,0,0,0,0
68,3,ARTR2,0,0,0,0,0
68,3,ARTR2/D,0,1,1,0,0
68,3,ATCA2,0,0,0,1,0
68,3,ATCA2/D,0,0,1,0,0
68,3,CHVI8,0,0,0,0,0
68,3,CHVI8/D,0,0,0,0,0
68,3,EPVI,0,0,0,0,0
68,3,EPVI/D,0,0,0,0,0
68,3,KRLA2,7,0,21,0,0
68,3,KRLA2/D,0,0,1,0,0
68,3,YUBA,0,0,0,0,0
68,3,YUBA/D,0,0,0,0,0
69,1,AMUT,0,0,0,0,0
69,1,AMUT/D,0,0,0,0,0
69,1,ARFR4,0,0,0,0,0
69,1,ARTR2,0,0,0,0,0
69,1,ARTR2/D,0,0,0,0,0
69,1,ATCA2,0,0,0,0,0
69,1,ATCA2/D,0,0,0,0,0
69,1,CEMO2,0,0,0,0,0
69,1,CEMO2/D,0,0,0,0,0
69,1,CHVI8,0,0,6,0,0
69,1,CHVI8/D,0,0,0,0,0
69,1,EPVI,0,0,0,0,0
69,1,EPVI/D,0,0,0,0,0
69,1,JUOS,0,0,0,0,3
69,1,JUOS/D,0,0,0,0,0
69,1,KRLA2,0,0,0,0,0
69,1,KRLA2/D,0,0,0,0,0
69,1,MAFR3,0,0,0,0,0
69,1,MAFR3/D,0,0,0,0,0
69,1,PIED,0,0,0,1,5
69,1,PIED/D,0,0,1,0,3
69,1,SYOR,0,0,0,0,0
69,1,SYOR/D,0,0,0,0,0
69,1,YUAN2,0,0,0,0,0
69,1,YUAN2/D,0,0,0,0,0
69,1,YUBA,0,0,1,0,0
69,1,YUBA/D,0,0,0,0,0
69,2,ARFR4,0,0,0,0,0
69,2,ARTR2,0,0,0,0,0
69,2,ARTR2/D,0,0,0,0,0
69,2,ATCA2,0,0,0,0,0
69,2,ATCA2/D,0,0,2,0,0
69,2,CHVI8,0,0,0,0,0
69,2,CHVI8/D,0,0,0,0,0
69,2,EPVI,0,0,0,1,0
69,2,EPVI/D,0,0,0,0,0
69,2,JUOS,0,0,0,0,2
69,2,JUOS/D,0,0,0,0,0
69,2,KRLA2,0,0,0,0,0
69,2,KRLA2/D,0,0,0,0,0
69,2,MAFR3,0,0,0,0,0
69,2,MAFR3/D,0,0,0,0,0
69,2,PIED,0,0,2,4,2
69,2,PIED/D,0,0,0,0,1
69,2,YUBA,0,0,0,6,0
69,2,YUBA/D,0,0,1,0,0
69,3,ARFR4,0,0,0,0,0
69,3,ARTR2,0,0,0,0,0
69,3,ARTR2/D,0,0,0,0,0
69,3,ATCA2,0,0,0,0,0
69,3,ATCA2/D,0,0,0,0,0
69,3,CHVI8,0,0,1,0,0
69,3,CHVI8/D,0,0,0,0,0
69,3,EPVI,0,0,0,0,0
69,3,EPVI/D,0,0,0,0,0
69,3,JUOS,0,0,0,0,2
69,3,JUOS/D,0,0,0,0,1
69,3,KRLA2,0,0,0,0,0
69,3,KRLA2/D,0,0,0,0,0
69,3,MAFR3,0,0,0,0,0
69,3,MAFR3/D,0,0,0,0,0
69,3,PIED,1,0,2,1,2
69,3,PIED/D,0,0,0,0,1
69,3,SAVE4,0,0,0,1,0
69,3,YUBA,0,0,5,7,0
69,3,YUBA/D,0,0,1,0,0
70,1,AMUT,0,0,0,0,0
70,1,AMUT/D,0,0,0,0,0
70,1,ARTR2,0,0,0,0,0
70,1,ARTR2/D,0,0,1,0,0
70,1,ATCA2,2,0,1,1,0
70,1,ATCA2/D,0,0,0,0,0
70,1,CEMO2,0,0,0,0,0
70,1,CEMO2/D,0,0,0,0,0
70,1,CHVI8,0,0,0,0,0
70,1,CHVI8/D,0,0,0,0,0
70,1,EPVI,0,0,0,0,0
70,1,EPVI/D,0,0,0,0,0
70,1,JUOS,0,0,0,0,0
70,1,JUOS/D,0,0,0,0,0
70,1,KRLA2,52,0,57,0,0
70,1,KRLA2/D,2,0,0,0,0
70,1,MAFR3,0,0,0,0,0
70,1,MAFR3/D,0,0,0,0,0
70,1,PIED,0,0,0,0,0
70,1,PIED/D,0,0,0,0,0
70,1,SYOR,0,0,0,0,0
70,1,SYOR/D,0,0,0,0,0
70,1,YUAN2,0,0,0,0,0
70,1,YUAN2/D,0,0,0,0,0
70,1,YUBA,0,0,0,0,0
70,1,YUBA/D,0,0,0,0,0
70,2,AMUT,0,0,0,0,0
70,2,AMUT/D,0,0,0,0,0
70,2,ARFR4,0,0,1,0,0
70,2,ARTR2,0,0,0,0,0
70,2,ARTR2/D,0,0,0,0,0
70,2,ATCA2,0,0,0,0,0
70,2,ATCA2/D,0,0,0,0,0
70,2,CEMO2,0,0,0,0,0
70,2,CEMO2/D,0,0,0,0,0
70,2,CHVI8,0,0,0,0,0
70,2,CHVI8/D,0,0,0,0,0
70,2,EPVI,0,0,0,0,0
70,2,EPVI/D,0,0,0,0,0
70,2,JUOS,0,0,0,0,0
70,2,JUOS/D,0,0,0,0,0
70,2,KRLA2,8,0,31,0,0
70,2,KRLA2/D,0,0,0,0,0
70,2,MAFR3,0,0,0,0,0
70,2,MAFR3/D,0,0,0,0,0
70,2,PIED,0,0,0,0,0
70,2,PIED/D,0,0,0,0,0
70,2,SYOR,0,0,0,0,0
70,2,SYOR/D,0,0,0,0,0
70,2,YUAN2,0,0,0,0,0
70,2,YUAN2/D,0,0,0,0,0
70,2,YUBA,0,0,0,0,0
70,2,YUBA/D,0,0,0,0,0
70,3,AMUT,0,0,0,0,0
70,3,AMUT/D,0,0,0,0,0
70,3,ARFR4,0,0,0,0,0
70,3,ARTR2,0,0,0,0,0
70,3,ARTR2/D,0,2,2,0,0
70,3,ATCA2,0,0,4,1,0
70,3,ATCA2/D,0,0,2,0,0
70,3,CEMO2,0,0,0,0,0
70,3,CEMO2/D,0,0,0,0,0
70,3,CHVI8,0,0,0,0,0
70,3,CHVI8/D,0,0,0,0,0
70,3,EPVI,0,0,0,0,0
70,3,EPVI/D,0,0,0,0,0
70,3,JUOS,0,0,0,0,0
70,3,JUOS/D,0,0,0,0,0
70,3,KRLA2,0,0,8,0,0
70,3,KRLA2/D,0,0,0,0,0
70,3,MAFR3,0,0,0,0,0
70,3,MAFR3/D,0,0,0,0,0
70,3,PIED,0,0,0,0,0
70,3,PIED/D,0,0,0,0,0
70,3,SYOR,0,0,0,0,0
70,3,SYOR/D,0,0,0,0,0
70,3,YUAN2,0,0,0,0,0
70,3,YUAN2/D,0,0,0,0,0
70,3,YUBA,0,0,0,0,0
70,3,YUBA/D,0,0,0,0,0
73,1,AMUT,0,0,0,0,0
73,1,ARTR2,0,0,0,0,0
73,1,ARTR2/D,0,2,4,1,0
73,1,ATCA2,0,0,0,2,0
73,1,ATCA2/D,0,0,1,0,0
73,1,CHVI8,0,0,0,0,0
73,1,CHVI8/D,0,0,0,0,0
73,1,CRAN4,0,0,0,0,0
73,1,EPVI,0,0,0,0,0
73,1,EPVI/D,0,0,0,0,0
73,1,JUOS,0,0,0,0,0
73,1,JUOS/D,0,0,0,0,0
73,1,KRLA2,4,0,14,0,0
73,1,KRLA2/D,0,0,0,0,0
73,1,MAFR3,0,0,0,0,0
73,1,PIED,0,0,0,0,0
73,1,PIED/D,0,0,0,0,0
73,1,SHRO,0,0,0,0,0
73,1,SHRO/D,0,0,0,0,0
73,1,YUBA,0,0,0,0,0
73,1,YUBA/D,0,0,0,0,0
73,3,AMUT,0,0,0,0,0
73,3,ARTR2,0,0,0,0,0
73,3,ARTR2/D,0,9,10,0,0
73,3,ATCA2,0,0,1,0,0
73,3,ATCA2/D,0,0,1,0,0
73,3,CHVI8,0,0,0,0,0
73,3,CHVI8/D,0,0,0,0,0
73,3,CRAN4,0,0,0,0,0
73,3,EPVI,0,0,0,0,0
73,3,EPVI/D,0,0,0,0,0
73,3,JUOS,0,0,0,0,0
73,3,JUOS/D,0,0,0,0,0
73,3,KRLA2,1,0,3,0,0
73,3,KRLA2/D,0,0,0,0,0
73,3,MAFR3,0,0,0,0,0
73,3,PIED,0,0,0,0,0
73,3,PIED/D,0,0,0,0,0
73,3,SHRO,0,0,0,0,0
73,3,SHRO/D,0,0,0,0,0
73,3,YUBA,0,0,0,0,0
73,3,YUBA/D,0,0,0,0,0
73,5,AMUT,0,0,0,0,0
73,5,ARTR2,0,0,0,0,0
73,5,ARTR2/D,0,5,16,0,0
73,5,ATCA2,0,0,0,0,0
73,5,ATCA2/D,0,0,0,0,0
73,5,CHVI8,0,0,0,0,0
73,5,CHVI8/D,0,0,0,0,0
73,5,CRAN4,0,0,0,0,0
73,5,EPVI,0,0,0,0,0
73,5,EPVI/D,0,0,0,0,0
73,5,JUOS,0,0,0,0,0
73,5,JUOS/D,0,0,0,0,0
73,5,KRLA2,0,0,0,0,0
73,5,KRLA2/D,0,0,0,0,0
73,5,MAFR3,0,0,0,0,0
73,5,PIED,0,0,0,0,0
73,5,PIED/D,0,0,0,0,0
73,5,SHRO,0,0,0,0,0
73,5,SHRO/D,0,0,0,0,0
73,5,YUBA,0,0,0,0,0
73,5,YUBA/D,0,0,0,0,0
76,1,ARFR4,0,0,0,0,0
76,1,ARTR2,0,0,0,2,0
76,1,ARTR2/D,0,1,7,1,0
76,1,ATCA2,0,0,0,0,0
76,1,ATCA2/D,0,0,0,0,0
76,1,CHVI8,0,0,0,0,0
76,1,CHVI8/D,0,0,0,0,0
76,1,EPVI,0,0,0,0,0
76,1,EPVI/D,0,0,0,0,0
76,1,JUOS,0,0,0,0,0
76,1,JUOS/D,0,0,0,0,0
76,1,KRLA2,0,0,0,0,0
76,1,KRLA2/D,0,0,0,0,0
76,1,PIED,0,0,0,0,0
76,1,PIED/D,0,0,1,0,0
76,1,YUBA,0,0,0,0,0
76,1,YUBA/D,0,0,0,0,0
76,2,ARFR4,0,0,0,0,0
76,2,ARTR2,0,0,1,0,0
76,2,ARTR2/D,0,2,7,0,0
76,2,ATCA2,0,0,1,0,0
76,2,ATCA2/D,0,0,0,0,0
76,2,CHVI8,0,0,0,0,0
76,2,CHVI8/D,0,0,0,0,0
76,2,EPVI,0,0,0,0,0
76,2,EPVI/D,0,0,0,0,0
76,2,JUOS,0,0,0,0,0
76,2,JUOS/D,0,0,0,0,0
76,2,KRLA2,0,0,0,0,0
76,2,KRLA2/D,0,0,0,0,0
76,2,PIED,0,0,0,0,0
76,2,PIED/D,0,0,0,0,0
76,2,YUBA,0,0,0,0,0
76,2,YUBA/D,0,0,0,0,0
76,3,ARFR4,0,0,0,0,0
76,3,ARTR2,0,0,2,1,0
76,3,ARTR2/D,0,0,6,0,0
76,3,ATCA2,0,0,0,0,0
76,3,ATCA2/D,0,0,0,0,0
76,3,CHVI8,0,0,0,0,0
76,3,CHVI8/D,0,0,0,0,0
76,3,EPVI,0,0,0,0,0
76,3,EPVI/D,0,0,0,0,0
76,3,JUOS,0,0,0,1,1
76,3,JUOS/D,0,0,0,0,0
76,3,KRLA2,0,0,0,0,0
76,3,KRLA2/D,0,0,0,0,0
76,3,PIED,0,0,0,0,1
76,3,PIED/D,0,0,0,0,0
76,3,YUBA,0,0,0,0,0
76,3,YUBA/D,0,0,0,0,0
77,1,AMUT,0,0,0,0,0
77,1,ARTR2,0,0,0,0,0
77,1,ARTR2/D,0,2,4,0,0
77,1,ATCA2,0,0,0,1,3
77,1,ATCA2/D,0,0,0,0,0
77,1,CHVI8,0,0,0,0,0
77,1,CHVI8/D,0,0,0,0,0
77,1,CRAN4,0,0,0,0,0
77,1,EPVI,0,0,0,0,0
77,1,EPVI/D,0,0,0,0,0
77,1,JUOS,0,0,0,1,0
77,1,JUOS/D,0,0,0,0,0
77,1,KRLA2,0,0,0,0,0
77,1,KRLA2/D,0,0,0,0,0
77,1,MAFR3,0,0,0,0,0
77,1,PIED,0,0,0,1,1
77,1,PIED/D,0,0,0,0,0
77,1,SHRO,0,0,0,0,0
77,1,SHRO/D,0,0,0,0,0
77,1,YUBA,0,0,0,0,0
77,1,YUBA/D,0,0,0,0,0
77,3,AMUT,0,0,0,0,0
77,3,ARTR2,0,0,2,0,0
77,3,ARTR2/D,0,1,13,0,0
77,3,ATCA2,0,0,0,0,0
77,3,ATCA2/D,0,0,0,0,0
77,3,CHVI8,0,0,0,0,0
77,3,CHVI8/D,0,0,0,0,0
77,3,CRAN4,0,0,0,0,0
77,3,EPVI,0,0,0,0,0
77,3,EPVI/D,0,0,0,0,0
77,3,JUOS,0,0,0,0,0
77,3,JUOS/D,0,0,0,0,0
77,3,KRLA2,0,0,0,0,0
77,3,KRLA2/D,0,0,0,0,0
77,3,MAFR3,0,0,0,0,0
77,3,PIED,0,0,0,0,1
77,3,PIED/D,0,0,0,0,0
77,3,SHRO,0,0,0,0,0
77,3,SHRO/D,0,0,0,0,0
77,3,YUBA,0,0,0,0,0
77,3,YUBA/D,0,0,0,0,0
77,5,AMUT,0,0,0,0,0
77,5,ARTR2,0,0,0,2,0
77,5,ARTR2/D,0,0,2,0,0
77,5,ATCA2,0,0,0,0,0
77,5,ATCA2/D,0,0,0,0,0
77,5,CHVI8,0,0,5,0,0
77,5,CHVI8/D,0,0,0,0,0
77,5,CRAN4,0,0,0,0,0
77,5,EPVI,0,0,0,0,0
77,5,EPVI/D,0,0,0,0,0
77,5,JUOS,0,0,0,0,0
77,5,JUOS/D,0,0,0,0,0
77,5,KRLA2,0,0,0,0,0
77,5,KRLA2/D,0,0,0,0,0
77,5,MAFR3,0,0,0,0,0
77,5,PIED,0,0,0,0,2
77,5,PIED/D,0,0,1,0,0
77,5,SHRO,0,0,0,0,0
77,5,SHRO/D,0,0,0,0,0
77,5,YUBA,0,0,0,0,0
77,5,YUBA/D,0,0,0,0,0
79,1,ARTR2,0,0,0,0,0
79,1,ARTR2/D,0,0,0,0,0
79,1,ATCA2,0,0,0,0,0
79,1,ATCA2/D,0,0,0,0,0
79,1,CHVI8,0,0,0,0,0
79,1,CHVI8/D,0,0,0,0,0
79,1,EPVI,0,0,0,0,0
79,1,EPVI/D,0,0,0,0,0
79,1,JUOS,0,0,0,0,0
79,1,JUOS/D,0,0,0,0,0
79,1,KRLA2,0,0,0,0,0
79,1,KRLA2/D,0,0,0,0,0
79,1,PIED,0,0,1,1,0
79,1,PIED/D,0,0,0,0,0
79,1,YUBA,0,0,0,0,0
79,1,YUBA/D,0,0,0,0,0
79,2,ARTR2,0,0,3,0,0
79,2,ARTR2/D,0,3,4,0,0
79,2,ATCA2,0,0,0,0,0
79,2,ATCA2/D,0,0,0,0,0
79,2,CHVI8,0,0,0,0,0
79,2,CHVI8/D,0,0,0,0,0
79,2,EPVI,0,0,0,0,0
79,2,EPVI/D,0,0,0,0,0
79,2,JUOS,0,0,0,0,0
79,2,JUOS/D,0,0,0,0,0
79,2,KRLA2,0,0,0,0,0
79,2,KRLA2/D,0,0,0,0,0
79,2,PIED,0,0,0,0,0
79,2,PIED/D,0,0,0,0,0
79,2,YUAN2,0,0,0,0,0
79,2,YUAN2/D,0,6,2,1,1
79,2,YUBA,0,0,0,0,0
79,2,YUBA/D,0,0,0,0,0
79,3,ARTR2,0,0,0,0,0
79,3,ARTR2/D,0,4,3,0,0
79,3,ATCA2,0,0,0,0,0
79,3,ATCA2/D,0,0,0,0,0
79,3,CHVI8,0,0,0,0,0
79,3,CHVI8/D,0,0,0,0,0
79,3,EPVI,0,0,0,0,0
79,3,EPVI/D,0,0,0,0,0
79,3,JUOS,0,0,1,0,0
79,3,JUOS/D,0,0,0,0,0
79,3,KRLA2,0,0,0,0,0
79,3,KRLA2/D,0,0,0,0,0
79,3,PIED,0,0,0,1,0
79,3,PIED/D,0,0,0,0,0
79,3,YUAN2,0,0,1,0,0
79,3,YUBA,0,0,0,0,0
79,3,YUBA/D,0,0,0,0,0
80,1,ARTR2,1,2,12,8,0
80,1,ARTR2/D,0,5,9,2,0
80,1,ATCA2,0,0,0,1,0
80,1,ATCA2/D,0,0,0,0,0
80,1,CHVI8,0,0,0,0,0
80,1,CHVI8/D,0,0,0,0,0
80,1,EPVI,0,3,4,0,0
80,1,EPVI/D,0,0,0,0,0
80,1,JUOS,0,0,0,0,0
80,1,JUOS/D,0,0,0,0,0
80,1,KRLA2,0,0,0,0,0
80,1,KRLA2/D,0,0,0,0,0
80,1,PIED,0,0,0,0,0
80,1,PIED/D,0,0,0,0,0
80,1,YUBA,0,0,0,0,0
80,1,YUBA/D,0,0,0,0,0
80,2,ARTR2,0,2,14,3,0
80,2,ARTR2/D,0,5,11,2,0
80,2,ATCA2,0,0,0,0,0
80,2,ATCA2/D,0,0,0,0,0
80,2,CHVI8,0,0,0,0,0
80,2,CHVI8/D,0,0,0,0,0
80,2,EPVI,0,1,3,0,0
80,2,EPVI/D,0,0,0,0,0
80,2,JUOS,0,0,0,0,0
80,2,JUOS/D,0,0,0,0,0
80,2,KRLA2,0,0,0,0,0
80,2,KRLA2/D,0,0,0,0,0
80,2,PIED,0,0,0,0,0
80,2,PIED/D,0,0,0,0,0
80,2,YUBA,0,0,0,0,0
80,2,YUBA/D,0,0,0,0,0
80,3,ARTR2,11,0,19,1,0
80,3,ARTR2/D,2,4,14,1,0
80,3,ATCA2,0,0,0,0,0
80,3,ATCA2/D,0,0,0,0,0
80,3,CHVI8,0,0,0,0,0
80,3,CHVI8/D,0,0,0,0,0
80,3,EPVI,0,1,8,0,0
80,3,EPVI/D,0,0,0,0,0
80,3,JUOS,0,0,0,1,0
80,3,JUOS/D,0,0,0,0,0
80,3,KRLA2,0,0,0,0,0
80,3,KRLA2/D,0,0,0,0,0
80,3,PIED,0,0,0,0,0
80,3,PIED/D,0,0,0,0,0
80,3,YUBA,0,0,0,0,0
80,3,YUBA/D,0,0,0,0,0
82,1,ARTR2,0,0,3,0,0
82,1,ARTR2/D,0,5,12,3,0
82,1,ATCA2,0,0,5,3,1
82,1,ATCA2/D,0,0,0,0,0
82,1,CHVI8,0,0,0,0,0
82,1,CHVI8/D,0,0,0,0,0
82,1,EPVI,0,0,0,0,0
82,1,EPVI/D,0,0,0,0,0
82,1,JUOS,0,0,0,0,0
82,1,JUOS/D,0,0,0,0,0
82,1,KRLA2,0,0,0,0,0
82,1,KRLA2/D,0,0,0,0,0
82,1,PIED,0,0,0,0,0
82,1,PIED/D,0,0,0,0,0
82,1,YUBA,0,0,0,0,0
82,1,YUBA/D,0,0,0,0,0
82,2,ARTR2,0,0,8,2,0
82,2,ARTR2/D,0,3,7,3,0
82,2,ATCA2,0,0,1,0,0
82,2,ATCA2/D,0,0,0,0,0
82,2,CHVI8,0,0,2,2,0
82,2,CHVI8/D,0,0,1,0,0
82,2,EPVI,0,0,0,0,0
82,2,EPVI/D,0,0,0,0,0
82,2,JUOS,0,0,0,0,0
82,2,JUOS/D,0,0,0,0,0
82,2,KRLA2,0,0,0,0,0
82,2,KRLA2/D,0,0,0,0,0
82,2,PIED,0,0,0,0,0
82,2,PIED/D,0,0,0,0,0
82,2,YUBA,0,0,0,0,0
82,2,YUBA/D,0,0,0,0,0
82,3,ARTR2,0,0,4,0,0
82,3,ARTR2/D,0,2,5,1,0
82,3,ATCA2,0,0,0,4,1
82,3,ATCA2/D,0,0,0,0,0
82,3,CHVI8,0,0,10,2,0
82,3,CHVI8/D,0,0,0,0,0
82,3,EPVI,0,0,0,0,0
82,3,EPVI/D,0,0,0,0,0
82,3,JUOS,0,0,0,0,0
82,3,JUOS/D,0,0,0,0,0
82,3,KRLA2,0,0,0,0,0
82,3,KRLA2/D,0,0,0,0,0
82,3,PIED,0,0,0,0,0
82,3,PIED/D,0,0,0,0,0
82,3,YUBA,0,0,0,0,0
82,3,YUBA/D,0,0,0,0,0
83,1,ARTR2,0,0,2,3,0
83,1,ARTR2/D,0,3,14,0,0
83,1,ATCA2,0,0,0,1,1
83,1,ATCA2/D,0,0,0,0,0
83,1,CHVI8,0,0,0,0,0
83,1,CHVI8/D,0,0,0,0,0
83,1,EPVI,0,0,0,0,0
83,1,EPVI/D,0,0,0,0,0
83,1,JUOS,0,0,0,0,0
83,1,JUOS/D,0,0,0,0,0
83,1,KRLA2,0,0,0,0,0
83,1,KRLA2/D,0,0,0,0,0
83,1,PIED,0,0,0,0,0
83,1,PIED/D,0,0,0,0,0
83,1,YUBA,0,0,0,0,0
83,1,YUBA/D,0,0,0,0,0
83,2,ARTR2,0,0,1,1,0
83,2,ARTR2/D,0,3,9,1,0
83,2,ATCA2,0,0,0,1,0
83,2,ATCA2/D,0,0,0,0,0
83,2,CHVI8,0,0,0,0,0
83,2,CHVI8/D,0,0,0,0,0
83,2,EPVI,0,0,4,0,0
83,2,EPVI/D,0,0,0,0,0
83,2,JUOS,0,0,0,0,0
83,2,JUOS/D,0,0,0,0,0
83,2,KRLA2,0,0,0,0,0
83,2,KRLA2/D,0,0,0,0,0
83,2,PIED,0,0,0,0,0
83,2,PIED/D,0,0,0,0,0
83,2,YUBA,0,0,0,0,0
83,2,YUBA/D,0,0,0,0,0
83,3,ARTR2,0,0,4,2,0
83,3,ARTR2/D,0,5,10,2,0
83,3,ATCA2,0,0,0,1,0
83,3,ATCA2/D,0,0,0,0,0
83,3,CHVI8,0,0,1,0,0
83,3,CHVI8/D,0,0,0,0,0
83,3,EPVI,0,0,0,0,0
83,3,EPVI/D,0,0,0,0,0
83,3,JUOS,0,0,0,0,0
83,3,JUOS/D,0,0,0,0,0
83,3,KRLA2,0,0,0,0,0
83,3,KRLA2/D,0,0,0,0,0
83,3,PIED,0,0,0,0,0
83,3,PIED/D,0,0,0,0,0
83,3,YUBA,0,0,0,0,0
83,3,YUBA/D,0,0,0,0,0
86,1,ARFR4,0,0,0,0,0
86,1,ARTR2,0,0,2,1,0
86,1,ARTR2/D,0,4,13,1,0
86,1,ATCA2,0,0,0,0,0
86,1,ATCA2/D,0,0,0,0,0
86,1,CHVI8,0,0,4,1,0
86,1,CHVI8/D,0,0,0,0,0
86,1,EPVI,6,0,76,0,0
86,1,EPVI/D,0,0,0,0,0
86,1,JUOS,0,0,0,0,0
86,1,JUOS/D,0,0,0,0,0
86,1,KRLA2,0,0,0,0,0
86,1,KRLA2/D,0,0,0,0,0
86,1,PIED,0,0,0,0,0
86,1,PIED/D,0,0,0,0,0
86,1,YUBA,0,0,0,0,0
86,1,YUBA/D,0,0,0,0,0
86,2,ARFR4,0,0,0,0,0
86,2,ARTR2,0,0,1,0,0
86,2,ARTR2/D,0,5,11,2,0
86,2,ATCA2,0,0,0,1,0
86,2,ATCA2/D,0,0,0,0,0
86,2,CHVI8,0,0,1,0,0
86,2,CHVI8/D,0,0,0,0,0
86,2,EPVI,0,0,2,0,0
86,2,EPVI/D,0,0,0,0,0
86,2,JUOS,0,0,0,0,0
86,2,JUOS/D,0,0,0,0,0
86,2,KRLA2,0,0,0,0,0
86,2,KRLA2/D,0,0,0,0,0
86,2,PIED,0,0,0,0,0
86,2,PIED/D,0,0,0,0,0
86,2,YUBA,0,0,0,0,0
86,2,YUBA/D,0,0,0,0,0
86,3,ARFR4,0,0,0,0,0
86,3,ARTR2,0,0,1,0,0
86,3,ARTR2/D,0,5,17,0,0
86,3,ATCA2,0,0,0,0,0
86,3,ATCA2/D,0,0,0,0,0
86,3,CHVI8,0,0,0,0,0
86,3,CHVI8/D,0,0,0,0,0
86,3,EPVI,0,0,0,0,0
86,3,EPVI/D,0,0,0,0,0
86,3,JUOS,0,0,0,0,0
86,3,JUOS/D,0,0,0,0,0
86,3,KRLA2,0,0,0,0,0
86,3,KRLA2/D,0,0,0,0,0
86,3,PIED,0,0,0,0,0
86,3,PIED/D,0,0,0,0,0
86,3,YUBA,0,0,0,0,0
86,3,YUBA/D,0,0,0,0,0
88,1,ARTR2,0,0,0,0,0
88,1,ARTR2/D,0,0,3,0,0
88,1,ATCA2,0,0,0,0,0
88,1,ATCA2/D,0,0,0,0,0
88,1,CHNAA3,0,0,0,0,0
88,1,CHVI8,0,0,0,0,0
88,1,CHVI8/D,0,0,0,0,0
88,1,EPVI,0,0,0,0,0
88,1,EPVI/D,0,0,0,0,0
88,1,JUOS,0,0,0,0,0
88,1,JUOS/D,0,0,0,0,0
88,1,KRLA2,0,0,0,0,0
88,1,KRLA2/D,0,0,0,0,0
88,1,PIED,0,0,0,0,1
88,1,PIED/D,0,0,0,0,0
88,1,YUBA,0,0,0,0,0
88,1,YUBA/D,0,0,0,0,0
88,2,ARTR2,0,0,0,0,0
88,2,ARTR2/D,0,0,1,0,0
88,2,ATCA2,0,0,0,0,0
88,2,ATCA2/D,0,0,0,0,0
88,2,CHNAA3,0,0,0,0,0
88,2,CHVI8,0,0,0,0,0
88,2,CHVI8/D,0,0,0,0,0
88,2,EPVI,0,0,0,0,0
88,2,EPVI/D,0,0,0,0,0
88,2,JUOS,0,0,0,0,2
88,2,JUOS/D,0,0,0,0,0
88,2,KRLA2,0,0,0,0,0
88,2,KRLA2/D,0,0,0,0,0
88,2,PIED,3,0,0,0,0
88,2,PIED/D,0,0,0,0,2
88,2,YUBA,0,0,0,0,0
88,2,YUBA/D,0,0,0,0,0
88,3,AMUT,0,0,0,0,1
88,3,ARTR2,1,0,2,0,0
88,3,ARTR2/D,0,0,0,0,0
88,3,ATCA2,0,0,0,0,0
88,3,ATCA2/D,0,0,0,0,0
88,3,CHNAA3,0,0,0,0,0
88,3,CHVI8,0,0,5,0,0
88,3,CHVI8/D,0,0,0,0,0
88,3,EPVI,0,0,0,0,0
88,3,EPVI/D,0,0,0,0,0
88,3,JUOS,0,0,0,0,0
88,3,JUOS/D,0,0,0,0,0
88,3,KRLA2,0,0,0,0,0
88,3,KRLA2/D,0,0,0,0,0
88,3,MAFR3,1,0,0,0,0
88,3,PIED,1,0,0,0,3
88,3,PIED/D,0,0,0,0,0
88,3,YUBA,0,0,0,0,0
88,3,YUBA/D,0,0,0,0,0
89,1,ARTR2,1,0,5,0,0
89,1,ARTR2/D,0,2,0,0,0
89,1,ATCA2,0,0,0,0,0
89,1,ATCA2/D,0,0,0,0,0
89,1,CHVI8,0,0,2,0,0
